"","date","dji"
"14571",1954-12-22,397.07
"14572",1954-12-23,397.15
"14573",1954-12-27,393.88
"14574",1954-12-28,398.51
"14575",1954-12-29,401.97
"14576",1954-12-30,401.97
"14577",1954-12-31,404.39
"14578",1955-01-03,408.89
"14579",1955-01-04,406.17
"14580",1955-01-05,397.24
"14581",1955-01-06,391.89
"14582",1955-01-07,395.6
"14583",1955-01-10,400.89
"14584",1955-01-11,400.25
"14585",1955-01-12,399.78
"14586",1955-01-13,398.34
"14587",1955-01-14,396.54
"14588",1955-01-17,388.2
"14589",1955-01-18,390.98
"14590",1955-01-19,392.31
"14591",1955-01-20,393.03
"14592",1955-01-21,395.9
"14593",1955-01-24,396
"14594",1955-01-25,397
"14595",1955-01-26,401.97
"14596",1955-01-27,402.6
"14597",1955-01-28,404.68
"14598",1955-01-31,408.83
"14599",1955-02-01,409.7
"14600",1955-02-02,407.11
"14601",1955-02-03,405.85
"14602",1955-02-04,409.76
"14603",1955-02-07,409.59
"14604",1955-02-08,405.7
"14605",1955-02-09,410.32
"14606",1955-02-10,412.89
"14607",1955-02-11,413.99
"14608",1955-02-14,411.39
"14609",1955-02-15,411.95
"14610",1955-02-16,409.98
"14611",1955-02-17,410.41
"14612",1955-02-18,411.63
"14613",1955-02-21,411.28
"14614",1955-02-23,411.48
"14615",1955-02-24,410.3
"14616",1955-02-25,409.5
"14617",1955-02-28,411.87
"14618",1955-03-01,413.71
"14619",1955-03-02,417.18
"14620",1955-03-03,418.33
"14621",1955-03-04,419.68
"14622",1955-03-07,416.84
"14623",1955-03-08,409.13
"14624",1955-03-09,404.9
"14625",1955-03-10,406.83
"14626",1955-03-11,401.08
"14627",1955-03-14,391.36
"14628",1955-03-15,399.28
"14629",1955-03-16,403.14
"14630",1955-03-17,405.23
"14631",1955-03-18,404.75
"14632",1955-03-21,402.4
"14633",1955-03-22,404.47
"14634",1955-03-23,410.87
"14635",1955-03-24,414.49
"14636",1955-03-25,414.77
"14637",1955-03-28,412.91
"14638",1955-03-29,413.73
"14639",1955-03-30,410.13
"14640",1955-03-31,409.7
"14641",1955-04-01,413.84
"14642",1955-04-04,412.97
"14643",1955-04-05,415.9
"14644",1955-04-06,416.42
"14645",1955-04-07,418.2
"14646",1955-04-11,418.77
"14647",1955-04-12,420.94
"14648",1955-04-13,421.57
"14649",1955-04-14,422.46
"14650",1955-04-15,425.45
"14651",1955-04-18,428.42
"14652",1955-04-19,427.88
"14653",1955-04-20,428.62
"14654",1955-04-21,428.45
"14655",1955-04-22,425.52
"14656",1955-04-25,426.86
"14657",1955-04-26,430.64
"14658",1955-04-27,428.1
"14659",1955-04-28,423.19
"14660",1955-04-29,425.65
"14661",1955-05-02,426.3
"14662",1955-05-03,422.78
"14663",1955-05-04,422.54
"14664",1955-05-05,423.39
"14665",1955-05-06,423.84
"14666",1955-05-09,424.32
"14667",1955-05-10,423.8
"14668",1955-05-11,420.29
"14669",1955-05-12,418.2
"14670",1955-05-13,419.57
"14671",1955-05-16,415.01
"14672",1955-05-17,414.12
"14673",1955-05-18,417.83
"14674",1955-05-19,419.72
"14675",1955-05-20,422.89
"14676",1955-05-23,420.32
"14677",1955-05-24,420.39
"14678",1955-05-25,421.77
"14679",1955-05-26,424.95
"14680",1955-05-27,425.66
"14681",1955-05-31,424.86
"14682",1955-06-01,424.88
"14683",1955-06-02,425.8
"14684",1955-06-03,428.53
"14685",1955-06-06,431.49
"14686",1955-06-07,434.55
"14687",1955-06-08,436.95
"14688",1955-06-09,435.07
"14689",1955-06-10,437.72
"14690",1955-06-13,440.17
"14691",1955-06-14,438.2
"14692",1955-06-15,441.93
"14693",1955-06-16,442.48
"14694",1955-06-17,444.08
"14695",1955-06-20,444.38
"14696",1955-06-21,446.8
"14697",1955-06-22,447.37
"14698",1955-06-23,448.82
"14699",1955-06-24,448.93
"14700",1955-06-27,449.86
"14701",1955-06-28,449.02
"14702",1955-06-29,449.7
"14703",1955-06-30,451.38
"14704",1955-07-01,453.82
"14705",1955-07-05,459.42
"14706",1955-07-06,467.41
"14707",1955-07-07,460.23
"14708",1955-07-08,461.18
"14709",1955-07-11,464.24
"14710",1955-07-12,462.97
"14711",1955-07-13,457.4
"14712",1955-07-14,458.49
"14713",1955-07-15,460.23
"14714",1955-07-18,460.07
"14715",1955-07-19,456.72
"14716",1955-07-20,458.1
"14717",1955-07-21,461.07
"14718",1955-07-22,464.69
"14719",1955-07-25,468.02
"14720",1955-07-26,468.41
"14721",1955-07-27,468.45
"14722",1955-07-28,466.46
"14723",1955-07-29,465.85
"14724",1955-08-01,460.25
"14725",1955-08-02,460.82
"14726",1955-08-03,460.98
"14727",1955-08-04,454.18
"14728",1955-08-05,456.4
"14729",1955-08-08,454.05
"14730",1955-08-09,448.84
"14731",1955-08-10,450.29
"14732",1955-08-11,455.18
"14733",1955-08-12,457.01
"14734",1955-08-15,456.09
"14735",1955-08-16,453.26
"14736",1955-08-17,452.85
"14737",1955-08-18,452.53
"14738",1955-08-19,453.57
"14739",1955-08-22,452.55
"14740",1955-08-23,457.35
"14741",1955-08-24,459.39
"14742",1955-08-25,461.27
"14743",1955-08-26,463.7
"14744",1955-08-29,464.37
"14745",1955-08-30,464.67
"14746",1955-08-31,468.18
"14747",1955-09-01,469.63
"14748",1955-09-02,472.53
"14749",1955-09-06,476.24
"14750",1955-09-07,475.2
"14751",1955-09-08,475.06
"14752",1955-09-09,474.59
"14753",1955-09-12,476.51
"14754",1955-09-13,480.93
"14755",1955-09-14,482.9
"14756",1955-09-15,481.56
"14757",1955-09-16,483.67
"14758",1955-09-19,483.8
"14759",1955-09-20,483.67
"14760",1955-09-21,485.98
"14761",1955-09-22,485.96
"14762",1955-09-23,487.45
"14763",1955-09-26,455.56
"14764",1955-09-27,465.93
"14765",1955-09-28,472.61
"14766",1955-09-29,468.68
"14767",1955-09-30,466.62
"14768",1955-10-03,455.7
"14769",1955-10-04,458.85
"14770",1955-10-05,461.14
"14771",1955-10-06,458.19
"14772",1955-10-07,454.41
"14773",1955-10-10,441.14
"14774",1955-10-11,438.59
"14775",1955-10-12,445.58
"14776",1955-10-13,444.91
"14777",1955-10-14,444.68
"14778",1955-10-17,446.13
"14779",1955-10-18,448.58
"14780",1955-10-19,453.09
"14781",1955-10-20,457.66
"14782",1955-10-21,458.47
"14783",1955-10-24,460.82
"14784",1955-10-25,458.4
"14785",1955-10-26,455.72
"14786",1955-10-27,453.77
"14787",1955-10-28,454.85
"14788",1955-10-31,454.87
"14789",1955-11-01,454.89
"14790",1955-11-02,454.92
"14791",1955-11-03,461.97
"14792",1955-11-04,467.35
"14793",1955-11-07,470.58
"14794",1955-11-09,473.9
"14795",1955-11-10,472.52
"14796",1955-11-11,476.54
"14797",1955-11-14,484.88
"14798",1955-11-15,487.07
"14799",1955-11-16,487.38
"14800",1955-11-17,485.26
"14801",1955-11-18,482.91
"14802",1955-11-21,477.3
"14803",1955-11-22,481.91
"14804",1955-11-23,482.62
"14805",1955-11-25,482.88
"14806",1955-11-28,480.96
"14807",1955-11-29,482.6
"14808",1955-11-30,483.26
"14809",1955-12-01,481.39
"14810",1955-12-02,482.72
"14811",1955-12-05,487.16
"14812",1955-12-06,486.73
"14813",1955-12-07,486.35
"14814",1955-12-08,487.8
"14815",1955-12-09,487.64
"14816",1955-12-12,483.72
"14817",1955-12-13,484.29
"14818",1955-12-14,480.84
"14819",1955-12-15,480.72
"14820",1955-12-16,482.08
"14821",1955-12-19,481.8
"14822",1955-12-20,481.84
"14823",1955-12-21,485.49
"14824",1955-12-22,486.08
"14825",1955-12-23,486.59
"14826",1955-12-27,485.81
"14827",1955-12-28,484.22
"14828",1955-12-29,484.56
"14829",1955-12-30,488.4
"14830",1956-01-03,485.78
"14831",1956-01-04,484
"14832",1956-01-05,484.02
"14833",1956-01-06,485.68
"14834",1956-01-09,479.74
"14835",1956-01-10,476.12
"14836",1956-01-11,478.42
"14837",1956-01-12,481.8
"14838",1956-01-13,481.8
"14839",1956-01-16,476.24
"14840",1956-01-17,477.73
"14841",1956-01-18,472.89
"14842",1956-01-19,468.49
"14843",1956-01-20,464.4
"14844",1956-01-23,462.35
"14845",1956-01-24,467.88
"14846",1956-01-25,470.71
"14847",1956-01-26,466.82
"14848",1956-01-27,466.56
"14849",1956-01-30,467.56
"14850",1956-01-31,470.74
"14851",1956-02-01,473.28
"14852",1956-02-02,473.43
"14853",1956-02-03,477.44
"14854",1956-02-06,478.57
"14855",1956-02-07,476.56
"14856",1956-02-08,471.23
"14857",1956-02-09,467.22
"14858",1956-02-10,467.66
"14859",1956-02-13,467.17
"14860",1956-02-14,465.72
"14861",1956-02-15,470.64
"14862",1956-02-16,469.61
"14863",1956-02-17,477.05
"14864",1956-02-20,476.46
"14865",1956-02-21,476.93
"14866",1956-02-23,481.5
"14867",1956-02-24,485.66
"14868",1956-02-27,485
"14869",1956-02-28,485.71
"14870",1956-02-29,483.65
"14871",1956-03-01,486.69
"14872",1956-03-02,488.84
"14873",1956-03-05,491.68
"14874",1956-03-06,491.41
"14875",1956-03-07,491.26
"14876",1956-03-08,492.36
"14877",1956-03-09,497.84
"14878",1956-03-12,500.24
"14879",1956-03-13,499.33
"14880",1956-03-14,503.88
"14881",1956-03-15,507.5
"14882",1956-03-16,507.6
"14883",1956-03-19,509.76
"14884",1956-03-20,512.62
"14885",1956-03-21,507.92
"14886",1956-03-22,510.94
"14887",1956-03-23,513.03
"14888",1956-03-26,512.42
"14889",1956-03-27,508.68
"14890",1956-03-28,510.25
"14891",1956-03-29,511.79
"14892",1956-04-02,515.1
"14893",1956-04-03,515.91
"14894",1956-04-04,518.65
"14895",1956-04-05,516.57
"14896",1956-04-06,521.05
"14897",1956-04-09,518.52
"14898",1956-04-10,510.04
"14899",1956-04-11,512.7
"14900",1956-04-12,509.15
"14901",1956-04-13,509.99
"14902",1956-04-16,509.15
"14903",1956-04-17,507.95
"14904",1956-04-18,506.55
"14905",1956-04-19,504.33
"14906",1956-04-20,507.2
"14907",1956-04-23,507.28
"14908",1956-04-24,503.36
"14909",1956-04-25,503.02
"14910",1956-04-26,507.12
"14911",1956-04-27,512.03
"14912",1956-04-30,516.12
"14913",1956-05-01,513.96
"14914",1956-05-02,512.78
"14915",1956-05-03,514.03
"14916",1956-05-04,516.44
"14917",1956-05-07,512.89
"14918",1956-05-08,509.13
"14919",1956-05-09,508.16
"14920",1956-05-10,501.56
"14921",1956-05-11,501.25
"14922",1956-05-14,497.28
"14923",1956-05-15,494.83
"14924",1956-05-16,492.69
"14925",1956-05-17,496.63
"14926",1956-05-18,496.39
"14927",1956-05-21,491.62
"14928",1956-05-22,484.13
"14929",1956-05-23,480.16
"14930",1956-05-24,473.51
"14931",1956-05-25,472.49
"14932",1956-05-28,468.81
"14933",1956-05-29,477.68
"14934",1956-05-31,478.05
"14935",1956-06-01,480.63
"14936",1956-06-04,483.22
"14937",1956-06-05,483.19
"14938",1956-06-06,480.54
"14939",1956-06-07,482.99
"14940",1956-06-08,475.29
"14941",1956-06-11,479.41
"14942",1956-06-12,485.49
"14943",1956-06-13,487.08
"14944",1956-06-14,485.52
"14945",1956-06-15,485.91
"14946",1956-06-18,483.91
"14947",1956-06-19,484.52
"14948",1956-06-20,485
"14949",1956-06-21,488.26
"14950",1956-06-22,487.95
"14951",1956-06-25,486.43
"14952",1956-06-26,489.37
"14953",1956-06-27,492.04
"14954",1956-06-28,492.5
"14955",1956-06-29,492.78
"14956",1956-07-02,491.92
"14957",1956-07-03,495.74
"14958",1956-07-05,500.54
"14959",1956-07-06,504.14
"14960",1956-07-09,506.52
"14961",1956-07-10,508.34
"14962",1956-07-11,509.65
"14963",1956-07-12,507.44
"14964",1956-07-13,511.1
"14965",1956-07-16,512.98
"14966",1956-07-17,514.43
"14967",1956-07-18,513.39
"14968",1956-07-19,513.86
"14969",1956-07-20,514.57
"14970",1956-07-23,513.61
"14971",1956-07-24,513.17
"14972",1956-07-25,514.13
"14973",1956-07-26,515.85
"14974",1956-07-27,512.3
"14975",1956-07-30,513.42
"14976",1956-07-31,517.81
"14977",1956-08-01,518.69
"14978",1956-08-02,520.95
"14979",1956-08-03,520.27
"14980",1956-08-06,513.88
"14981",1956-08-07,515.88
"14982",1956-08-08,518.74
"14983",1956-08-09,519.04
"14984",1956-08-10,517.38
"14985",1956-08-13,514.4
"14986",1956-08-14,517.27
"14987",1956-08-15,517.7
"14988",1956-08-16,517.19
"14989",1956-08-17,515.79
"14990",1956-08-20,511.24
"14991",1956-08-21,505.43
"14992",1956-08-22,502.34
"14993",1956-08-23,507.06
"14994",1956-08-24,507.91
"14995",1956-08-27,505.7
"14996",1956-08-28,503.05
"14997",1956-08-29,500.9
"14998",1956-08-30,495.96
"14999",1956-08-31,502.04
"15000",1956-09-04,507.66
"15001",1956-09-05,509.82
"15002",1956-09-06,509.49
"15003",1956-09-07,506.76
"15004",1956-09-10,505.56
"15005",1956-09-11,502.16
"15006",1956-09-12,499.97
"15007",1956-09-13,499.69
"15008",1956-09-14,500.32
"15009",1956-09-17,498.76
"15010",1956-09-18,493.45
"15011",1956-09-19,488.72
"15012",1956-09-20,487.13
"15013",1956-09-21,490.33
"15014",1956-09-24,487.7
"15015",1956-09-25,481.08
"15016",1956-09-26,481.6
"15017",1956-09-27,479.76
"15018",1956-09-28,475.25
"15019",1956-10-01,468.7
"15020",1956-10-02,475.41
"15021",1956-10-03,482.04
"15022",1956-10-04,481.24
"15023",1956-10-05,482.39
"15024",1956-10-08,483.38
"15025",1956-10-09,481.32
"15026",1956-10-10,487.32
"15027",1956-10-11,488.06
"15028",1956-10-12,490.19
"15029",1956-10-15,489.4
"15030",1956-10-16,487.57
"15031",1956-10-17,484.66
"15032",1956-10-18,486.31
"15033",1956-10-19,486.12
"15034",1956-10-22,485.27
"15035",1956-10-23,485.05
"15036",1956-10-24,482.67
"15037",1956-10-25,481.08
"15038",1956-10-26,486.06
"15039",1956-10-29,486.94
"15040",1956-10-30,486.47
"15041",1956-10-31,479.85
"15042",1956-11-01,487.62
"15043",1956-11-02,490.47
"15044",1956-11-05,495.37
"15045",1956-11-07,491.15
"15046",1956-11-08,488.72
"15047",1956-11-09,485.35
"15048",1956-11-12,487.05
"15049",1956-11-13,486.69
"15050",1956-11-14,482.36
"15051",1956-11-15,480.2
"15052",1956-11-16,480.67
"15053",1956-11-19,474.56
"15054",1956-11-20,470.07
"15055",1956-11-21,467.91
"15056",1956-11-23,472.56
"15057",1956-11-26,470.29
"15058",1956-11-27,470.18
"15059",1956-11-28,466.1
"15060",1956-11-29,466.62
"15061",1956-11-30,472.78
"15062",1956-12-03,480.61
"15063",1956-12-04,481.38
"15064",1956-12-05,488.55
"15065",1956-12-06,492.74
"15066",1956-12-07,494.79
"15067",1956-12-10,493.18
"15068",1956-12-11,490.36
"15069",1956-12-12,487.51
"15070",1956-12-13,490.47
"15071",1956-12-14,492.08
"15072",1956-12-17,493.75
"15073",1956-12-18,495.09
"15074",1956-12-19,493.81
"15075",1956-12-20,490.44
"15076",1956-12-21,494.38
"15077",1956-12-26,496.74
"15078",1956-12-27,496.38
"15079",1956-12-28,496.41
"15080",1956-12-31,499.47
"15081",1957-01-02,496.03
"15082",1957-01-03,499.2
"15083",1957-01-04,498.22
"15084",1957-01-07,495.2
"15085",1957-01-08,493.86
"15086",1957-01-09,493.21
"15087",1957-01-10,495.51
"15088",1957-01-11,493.81
"15089",1957-01-14,489.29
"15090",1957-01-15,484.75
"15091",1957-01-16,485.05
"15092",1957-01-17,484.01
"15093",1957-01-18,477.46
"15094",1957-01-21,475.9
"15095",1957-01-22,477.49
"15096",1957-01-23,479.93
"15097",1957-01-24,481.3
"15098",1957-01-25,478.34
"15099",1957-01-28,474.59
"15100",1957-01-29,476.92
"15101",1957-01-30,480.53
"15102",1957-01-31,479.16
"15103",1957-02-01,477.22
"15104",1957-02-04,477.19
"15105",1957-02-05,469.96
"15106",1957-02-06,470.81
"15107",1957-02-07,468.71
"15108",1957-02-08,466.29
"15109",1957-02-11,457.44
"15110",1957-02-12,454.82
"15111",1957-02-13,462.14
"15112",1957-02-14,461.56
"15113",1957-02-15,468.07
"15114",1957-02-18,467.4
"15115",1957-02-19,466.84
"15116",1957-02-20,469
"15117",1957-02-21,466.93
"15118",1957-02-25,466.9
"15119",1957-02-26,467.72
"15120",1957-02-27,466.26
"15121",1957-02-28,464.62
"15122",1957-03-01,468.91
"15123",1957-03-04,471.48
"15124",1957-03-05,472.88
"15125",1957-03-06,474.87
"15126",1957-03-07,474.17
"15127",1957-03-08,471.63
"15128",1957-03-11,469.5
"15129",1957-03-12,470.31
"15130",1957-03-13,472.53
"15131",1957-03-14,473.93
"15132",1957-03-15,474.28
"15133",1957-03-18,472.3
"15134",1957-03-19,473.93
"15135",1957-03-20,473.93
"15136",1957-03-21,474.02
"15137",1957-03-22,472.94
"15138",1957-03-25,471.51
"15139",1957-03-26,472.24
"15140",1957-03-27,473.12
"15141",1957-03-28,475.01
"15142",1957-03-29,474.81
"15143",1957-04-01,474.98
"15144",1957-04-02,477.55
"15145",1957-04-03,478.31
"15146",1957-04-04,477.43
"15147",1957-04-05,477.61
"15148",1957-04-08,479.04
"15149",1957-04-09,482.66
"15150",1957-04-10,485.17
"15151",1957-04-11,484.7
"15152",1957-04-12,486.72
"15153",1957-04-15,485.84
"15154",1957-04-16,484.32
"15155",1957-04-17,485.02
"15156",1957-04-18,488.03
"15157",1957-04-22,488.79
"15158",1957-04-23,491.88
"15159",1957-04-24,493.66
"15160",1957-04-25,492.29
"15161",1957-04-26,491.5
"15162",1957-04-29,493.95
"15163",1957-04-30,494.36
"15164",1957-05-01,495.76
"15165",1957-05-02,498.56
"15166",1957-05-03,497.54
"15167",1957-05-06,496.32
"15168",1957-05-07,494.68
"15169",1957-05-08,496.73
"15170",1957-05-09,496.76
"15171",1957-05-10,498.3
"15172",1957-05-13,502.21
"15173",1957-05-14,500.46
"15174",1957-05-15,501.98
"15175",1957-05-16,504.84
"15176",1957-05-17,505.6
"15177",1957-05-20,505.98
"15178",1957-05-21,506.04
"15179",1957-05-22,504.43
"15180",1957-05-23,504.02
"15181",1957-05-24,504.02
"15182",1957-05-27,499.21
"15183",1957-05-28,497.72
"15184",1957-05-29,502.18
"15185",1957-05-31,504.93
"15186",1957-06-03,503.76
"15187",1957-06-04,502.97
"15188",1957-06-05,502.07
"15189",1957-06-06,504.55
"15190",1957-06-07,505.63
"15191",1957-06-10,503.76
"15192",1957-06-11,509.48
"15193",1957-06-12,509.66
"15194",1957-06-13,511.58
"15195",1957-06-14,511.79
"15196",1957-06-17,513.19
"15197",1957-06-18,511.32
"15198",1957-06-19,505.92
"15199",1957-06-20,503.56
"15200",1957-06-21,500
"15201",1957-06-24,497.08
"15202",1957-06-25,501.98
"15203",1957-06-26,500.78
"15204",1957-06-27,503.03
"15205",1957-06-28,503.29
"15206",1957-07-01,503.29
"15207",1957-07-02,507.55
"15208",1957-07-03,513.25
"15209",1957-07-05,516.89
"15210",1957-07-08,518.41
"15211",1957-07-09,516.37
"15212",1957-07-10,519.81
"15213",1957-07-11,517.97
"15214",1957-07-12,520.77
"15215",1957-07-15,520.16
"15216",1957-07-16,517.42
"15217",1957-07-17,515.11
"15218",1957-07-18,515.64
"15219",1957-07-19,515.73
"15220",1957-07-22,515.32
"15221",1957-07-23,515.61
"15222",1957-07-24,515.78
"15223",1957-07-25,516.69
"15224",1957-07-26,514.59
"15225",1957-07-29,508.25
"15226",1957-07-30,508.93
"15227",1957-07-31,508.52
"15228",1957-08-01,506.21
"15229",1957-08-02,505.1
"15230",1957-08-05,500.78
"15231",1957-08-06,494.13
"15232",1957-08-07,498.48
"15233",1957-08-08,496.87
"15234",1957-08-09,496.78
"15235",1957-08-12,492.32
"15236",1957-08-13,492.14
"15237",1957-08-14,485.93
"15238",1957-08-15,487.3
"15239",1957-08-16,488.2
"15240",1957-08-19,478.95
"15241",1957-08-20,483.86
"15242",1957-08-21,485.14
"15243",1957-08-22,481.46
"15244",1957-08-23,475.74
"15245",1957-08-26,470.14
"15246",1957-08-27,477.55
"15247",1957-08-28,477.79
"15248",1957-08-29,476.06
"15249",1957-08-30,484.35
"15250",1957-09-03,486.13
"15251",1957-09-04,482.6
"15252",1957-09-05,479.51
"15253",1957-09-06,478.63
"15254",1957-09-09,474.28
"15255",1957-09-10,470.23
"15256",1957-09-11,474.4
"15257",1957-09-12,480.56
"15258",1957-09-13,481.02
"15259",1957-09-16,478.08
"15260",1957-09-17,478.28
"15261",1957-09-18,478.6
"15262",1957-09-19,476.12
"15263",1957-09-20,468.42
"15264",1957-09-23,458.96
"15265",1957-09-24,462.87
"15266",1957-09-25,456.95
"15267",1957-09-26,457.01
"15268",1957-09-27,456.89
"15269",1957-09-30,456.3
"15270",1957-10-01,460.8
"15271",1957-10-02,465.03
"15272",1957-10-03,465.82
"15273",1957-10-04,461.7
"15274",1957-10-07,452.42
"15275",1957-10-08,450.56
"15276",1957-10-09,451.4
"15277",1957-10-10,441.71
"15278",1957-10-11,441.16
"15279",1957-10-14,443.78
"15280",1957-10-15,447.9
"15281",1957-10-16,443.93
"15282",1957-10-17,436.87
"15283",1957-10-18,433.83
"15284",1957-10-21,423.06
"15285",1957-10-22,419.79
"15286",1957-10-23,437.13
"15287",1957-10-24,436.4
"15288",1957-10-25,435.15
"15289",1957-10-28,432.14
"15290",1957-10-29,435.76
"15291",1957-10-30,440.28
"15292",1957-10-31,441.04
"15293",1957-11-01,434.71
"15294",1957-11-04,434.04
"15295",1957-11-06,435.82
"15296",1957-11-07,438.91
"15297",1957-11-08,434.12
"15298",1957-11-11,434.94
"15299",1957-11-12,429.75
"15300",1957-11-13,430.07
"15301",1957-11-14,427.94
"15302",1957-11-15,439.35
"15303",1957-11-18,434.96
"15304",1957-11-19,431.73
"15305",1957-11-20,433.37
"15306",1957-11-21,439.8
"15307",1957-11-22,442.68
"15308",1957-11-25,444.38
"15309",1957-11-26,435.34
"15310",1957-11-27,446.03
"15311",1957-11-29,449.87
"15312",1957-12-02,446.91
"15313",1957-12-03,446.55
"15314",1957-12-04,448.87
"15315",1957-12-05,449.55
"15316",1957-12-06,447.2
"15317",1957-12-09,443.76
"15318",1957-12-10,439.24
"15319",1957-12-11,439.36
"15320",1957-12-12,438.48
"15321",1957-12-13,440.48
"15322",1957-12-16,433.4
"15323",1957-12-17,425.65
"15324",1957-12-18,426.18
"15325",1957-12-19,431.26
"15326",1957-12-20,427.2
"15327",1957-12-23,428.08
"15328",1957-12-24,429.11
"15329",1957-12-26,434.16
"15330",1957-12-27,432.9
"15331",1957-12-30,431.78
"15332",1957-12-31,435.69
"15333",1958-01-02,439.27
"15334",1958-01-03,444.56
"15335",1958-01-06,442.56
"15336",1958-01-07,447.79
"15337",1958-01-08,446.61
"15338",1958-01-09,443.24
"15339",1958-01-10,438.68
"15340",1958-01-13,439.71
"15341",1958-01-14,441.8
"15342",1958-01-15,445.2
"15343",1958-01-16,445.23
"15344",1958-01-17,444.12
"15345",1958-01-20,447.29
"15346",1958-01-21,446.64
"15347",1958-01-22,445.7
"15348",1958-01-23,447.93
"15349",1958-01-24,450.66
"15350",1958-01-27,448.46
"15351",1958-01-28,448.67
"15352",1958-01-29,451.16
"15353",1958-01-30,449.72
"15354",1958-01-31,450.02
"15355",1958-02-03,453.98
"15356",1958-02-04,458.65
"15357",1958-02-05,454.89
"15358",1958-02-06,453.13
"15359",1958-02-07,448.76
"15360",1958-02-10,445.94
"15361",1958-02-11,442.35
"15362",1958-02-12,441.21
"15363",1958-02-13,440.24
"15364",1958-02-14,444.44
"15365",1958-02-17,442.27
"15366",1958-02-18,442.71
"15367",1958-02-19,443.06
"15368",1958-02-20,439.74
"15369",1958-02-21,439.62
"15370",1958-02-24,437.19
"15371",1958-02-25,436.89
"15372",1958-02-26,440.42
"15373",1958-02-27,437.8
"15374",1958-02-28,439.92
"15375",1958-03-03,443.38
"15376",1958-03-04,445.06
"15377",1958-03-05,446.58
"15378",1958-03-06,450.96
"15379",1958-03-07,451.49
"15380",1958-03-10,451.9
"15381",1958-03-11,455.92
"15382",1958-03-12,454.6
"15383",1958-03-13,454.1
"15384",1958-03-14,453.04
"15385",1958-03-17,448.23
"15386",1958-03-18,447.38
"15387",1958-03-19,449.96
"15388",1958-03-20,449.46
"15389",1958-03-21,452.49
"15390",1958-03-24,453.75
"15391",1958-03-25,450.96
"15392",1958-03-26,449.7
"15393",1958-03-27,448.64
"15394",1958-03-28,448.61
"15395",1958-03-31,446.76
"15396",1958-04-01,445.47
"15397",1958-04-02,441.21
"15398",1958-04-03,440.5
"15399",1958-04-07,440.09
"15400",1958-04-08,442.59
"15401",1958-04-09,441.88
"15402",1958-04-10,441.06
"15403",1958-04-11,441.24
"15404",1958-04-14,443.76
"15405",1958-04-15,447.58
"15406",1958-04-16,444.35
"15407",1958-04-17,445.09
"15408",1958-04-18,449.31
"15409",1958-04-21,450.72
"15410",1958-04-22,449.55
"15411",1958-04-23,450.11
"15412",1958-04-24,453.42
"15413",1958-04-25,454.92
"15414",1958-04-28,454.51
"15415",1958-04-29,451.78
"15416",1958-04-30,455.86
"15417",1958-05-01,457.01
"15418",1958-05-02,459.56
"15419",1958-05-05,461.12
"15420",1958-05-06,463.67
"15421",1958-05-07,462.88
"15422",1958-05-08,462.5
"15423",1958-05-09,462.56
"15424",1958-05-12,460.74
"15425",1958-05-13,459.86
"15426",1958-05-14,455.45
"15427",1958-05-15,457.86
"15428",1958-05-16,457.1
"15429",1958-05-19,455.98
"15430",1958-05-20,459.83
"15431",1958-05-21,458.5
"15432",1958-05-22,460.24
"15433",1958-05-23,461.03
"15434",1958-05-26,461.06
"15435",1958-05-27,460.68
"15436",1958-05-28,460.44
"15437",1958-05-29,462.7
"15438",1958-06-02,466.11
"15439",1958-06-03,468.14
"15440",1958-06-04,468.58
"15441",1958-06-05,468.55
"15442",1958-06-06,469.6
"15443",1958-06-09,469.46
"15444",1958-06-10,468.19
"15445",1958-06-11,467.93
"15446",1958-06-12,471.42
"15447",1958-06-13,474.77
"15448",1958-06-16,476.56
"15449",1958-06-17,478.97
"15450",1958-06-18,476.65
"15451",1958-06-19,471.57
"15452",1958-06-20,473.6
"15453",1958-06-23,471.66
"15454",1958-06-24,470.43
"15455",1958-06-25,471.54
"15456",1958-06-26,474.01
"15457",1958-06-27,475.42
"15458",1958-06-30,478.18
"15459",1958-07-01,478.82
"15460",1958-07-02,480.15
"15461",1958-07-03,480.17
"15462",1958-07-07,481.85
"15463",1958-07-08,480
"15464",1958-07-09,477.59
"15465",1958-07-10,478.97
"15466",1958-07-11,482.85
"15467",1958-07-14,476.89
"15468",1958-07-15,478.82
"15469",1958-07-16,481
"15470",1958-07-17,485.7
"15471",1958-07-18,486.55
"15472",1958-07-21,493.36
"15473",1958-07-22,494.89
"15474",1958-07-23,494.06
"15475",1958-07-24,497.12
"15476",1958-07-25,501.76
"15477",1958-07-28,502.81
"15478",1958-07-29,501.38
"15479",1958-07-30,504.37
"15480",1958-07-31,502.99
"15481",1958-08-01,505.43
"15482",1958-08-04,510.33
"15483",1958-08-05,506.95
"15484",1958-08-06,503.11
"15485",1958-08-07,506.1
"15486",1958-08-08,510.13
"15487",1958-08-11,512.42
"15488",1958-08-12,508.19
"15489",1958-08-13,509.22
"15490",1958-08-14,510.3
"15491",1958-08-15,506.13
"15492",1958-08-18,502.67
"15493",1958-08-19,503.64
"15494",1958-08-20,503.96
"15495",1958-08-21,507.1
"15496",1958-08-22,508.28
"15497",1958-08-25,508.28
"15498",1958-08-26,509.63
"15499",1958-08-27,510.39
"15500",1958-08-28,507.72
"15501",1958-08-29,508.63
"15502",1958-09-02,511.77
"15503",1958-09-03,513.71
"15504",1958-09-04,513.44
